"order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,FUR-FU-10000320,13,5,0,4
CA-2017-121741,2017-12-26,2017-12-26,Same Day,YC-21895,OFF-ST-10004459,750,2,0,37
CA-2017-169691,2017-06-15,2017-06-18,First Class,Dp-13240,OFF-LA-10002312,44,3,0,22
CA-2016-121356,2016-11-20,2016-11-24,Standard Class,SJ-20500,OFF-BI-10002133,128,3,0,62
CA-2014-101770,2014-03-31,2014-04-04,Standard Class,KB-16240,OFF-BI-10001097,1,1,0,-1
CA-2017-105487,2017-10-08,2017-10-14,Standard Class,CS-12250,TEC-PH-10001336,103,1,0,11
CA-2017-148999,2017-01-30,2017-02-04,Standard Class,EB-13870,FUR-CH-10002044,419,4,0,-68
CA-2014-107573,2014-12-12,2014-12-17,Standard Class,PB-19150,OFF-EN-10001099,23,3,0,7
CA-2015-156608,2015-10-24,2015-10-29,Standard Class,MT-18070,OFF-BI-10004140,3,4,0,-6
CA-2017-134495,2017-04-01,2017-04-04,Second Class,BF-11020,TEC-PH-10004897,23,3,0,-5
CA-2017-164098,2017-01-26,2017-01-27,First Class,CG-12520,OFF-ST-10000615,18,2,0,1
CA-2014-105249,2014-11-28,2014-11-28,Same Day,DH-13675,OFF-SU-10001225,7,2,0,0
CA-2015-113523,2015-09-04,2015-09-08,Standard Class,SC-20440,OFF-BI-10001249,7,4,0,-6
CA-2017-117821,2017-06-12,2017-06-16,Standard Class,HG-15025,TEC-AC-10004469,63,2,0,19
CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,OFF-AR-10001177,6,2,0,1
CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TH-21115,FUR-FU-10001847,3,1,0,0
US-2016-162026,2016-10-08,2016-10-08,Same Day,JE-15745,OFF-PA-10000167,61,2,0,27
CA-2016-150000,2016-04-08,2016-04-14,Standard Class,PG-18820,OFF-EN-10002973,17,4,0,8
CA-2015-168529,2015-10-08,2015-10-12,Standard Class,MB-17305,FUR-FU-10001588,145,5,0,62
US-2017-152569,2017-05-15,2017-05-20,Standard Class,JD-16015,OFF-PA-10001736,56,2,0,19
US-2014-137680,2014-02-24,2014-03-02,Standard Class,JH-15430,OFF-PA-10000174,32,4,0,11
CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,TEC-PH-10001795,239,3,0,2
US-2016-138408,2016-11-18,2016-11-21,Second Class,KC-16255,TEC-AC-10003870,1319,4,0,527
CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,FUR-CH-10004540,239,10,0,-10
CA-2016-110982,2016-06-05,2016-06-07,First Class,CK-12205,OFF-BI-10000829,21,6,0,7
CA-2016-147123,2016-12-10,2016-12-12,First Class,SJ-20125,OFF-PA-10000575,80,12,0,36
CA-2017-154501,2017-04-30,2017-05-05,Standard Class,EA-14035,OFF-AR-10002804,9,2,0,4
CA-2017-166933,2017-04-24,2017-04-28,Standard Class,MG-17890,OFF-FA-10002676,1,1,0,0
CA-2015-142055,2015-05-08,2015-05-10,First Class,AB-10255,OFF-PA-10003465,37,2,0,18
CA-2015-137106,2015-03-31,2015-04-04,Standard Class,SC-20260,TEC-PH-10000011,79,5,0,27
CA-2017-136609,2017-08-06,2017-08-11,Standard Class,TB-21355,OFF-PA-10004381,115,3,0,40
CA-2017-160885,2017-12-02,2017-12-06,Standard Class,JK-16090,TEC-PH-10001795,2479,4,0,743
US-2016-167472,2016-06-06,2016-06-07,First Class,CK-12595,TEC-AC-10001109,179,6,0,75
CA-2015-120551,2015-04-13,2015-04-20,Standard Class,SS-20590,OFF-BI-10002071,17,3,0,8
US-2017-150595,2017-05-22,2017-05-26,Standard Class,LE-16810,FUR-CH-10000513,181,2,0,-54
CA-2016-134936,2016-12-19,2016-12-25,Standard Class,ES-14080,FUR-TA-10001086,455,6,0,-218
CA-2017-102967,2017-09-22,2017-09-26,Standard Class,MG-17890,OFF-ST-10001590,67,5,0,17
CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,FUR-FU-10002396,25,2,0,10
CA-2014-159800,2014-11-28,2014-12-01,First Class,SG-20470,OFF-AP-10004859,43,3,0,11
US-2014-159618,2014-11-12,2014-11-16,Standard Class,DB-12970,OFF-AR-10003183,2,1,0,0
CA-2017-116113,2017-10-02,2017-10-06,Second Class,JW-15220,FUR-FU-10002963,10,2,0,3
CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,FUR-FU-10003829,6,2,0,1
US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,OFF-PA-10000048,6,1,0,3
CA-2017-133263,2017-03-31,2017-04-02,Second Class,JE-15610,OFF-BI-10001153,34,1,0,17
CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,OFF-AR-10000799,19,4,0,2
CA-2014-151162,2014-12-05,2014-12-09,Standard Class,EA-14035,OFF-PA-10001033,98,3,0,35
CA-2016-136686,2016-12-12,2016-12-16,Standard Class,RF-19840,FUR-FU-10004864,383,6,0,122
CA-2017-137498,2017-09-09,2017-09-14,Second Class,LC-17050,OFF-AR-10003829,6,2,0,1
CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,FUR-FU-10000076,19,1,0,8
CA-2016-161158,2016-05-09,2016-05-13,Standard Class,PS-18970,OFF-AR-10000462,8,5,0,3
CA-2014-116673,2014-12-15,2014-12-19,Second Class,JO-15280,FUR-FU-10003829,6,2,0,1
CA-2017-105333,2017-11-30,2017-12-04,Standard Class,VP-21730,OFF-ST-10002182,83,4,0,1
CA-2015-149993,2015-03-19,2015-03-20,First Class,GA-14725,OFF-FA-10001561,10,5,0,3
CA-2014-168158,2014-07-19,2014-07-24,Standard Class,EM-14140,OFF-BI-10001759,6,2,0,2
CA-2016-115224,2016-12-08,2016-12-11,Second Class,DB-13615,OFF-ST-10000615,34,3,0,9
CA-2014-164742,2014-10-13,2014-10-18,Second Class,ML-17395,FUR-CH-10002880,245,2,0,27
US-2017-108014,2017-11-19,2017-11-25,Standard Class,JH-15430,OFF-BI-10003984,59,7,0,-45
CA-2017-160325,2017-09-24,2017-09-24,Same Day,BP-11095,TEC-PH-10000984,391,2,0,109
CA-2015-159779,2015-09-25,2015-09-29,Standard Class,SB-20185,OFF-BI-10002735,68,2,0,32
CA-2017-151176,2017-02-13,2017-02-20,Standard Class,SV-20785,OFF-SU-10001165,25,3,0,6
CA-2014-108903,2014-10-03,2014-10-03,Same Day,DO-13435,OFF-AR-10004010,55,2,0,4
CA-2016-117919,2016-08-27,2016-08-29,Second Class,TB-21355,OFF-ST-10003572,14,1,0,1
CA-2015-142475,2015-12-03,2015-12-07,Standard Class,BS-11380,OFF-BI-10003718,590,6,0,206
CA-2016-134516,2016-09-20,2016-09-25,Standard Class,FM-14215,FUR-FU-10001546,17,2,0,1
CA-2017-105193,2017-03-25,2017-03-31,Standard Class,JL-15835,OFF-AR-10001547,11,5,0,2
CA-2015-168634,2015-12-06,2015-12-11,Standard Class,AF-10870,OFF-AP-10001626,7,2,0,2
CA-2017-117198,2017-08-31,2017-09-05,Standard Class,BG-11035,TEC-AC-10003033,659,2,0,217
CA-2015-145828,2015-10-05,2015-10-07,First Class,MB-17305,TEC-AC-10002323,53,3,0,-4
CA-2017-121027,2017-08-18,2017-08-22,Standard Class,HW-14935,TEC-AC-10002049,843,2,0,371
CA-2016-147431,2016-02-02,2016-02-07,Standard Class,AB-10105,OFF-ST-10003994,117,2,0,5
CA-2016-158001,2016-08-23,2016-08-27,Standard Class,JP-15460,OFF-AR-10002399,21,5,0,8
CA-2017-125745,2017-06-30,2017-07-04,Standard Class,DV-13045,FUR-FU-10001591,19,2,0,5
CA-2015-101154,2015-09-18,2015-09-21,First Class,CM-12190,OFF-ST-10004186,443,4,0,8
US-2016-124163,2016-09-25,2016-09-30,Standard Class,SC-20695,TEC-AC-10001908,499,5,0,174
CA-2016-121748,2016-10-24,2016-10-28,Second Class,VW-21775,TEC-AC-10003063,100,4,0,21
CA-2014-126683,2014-09-29,2014-10-01,Second Class,PP-18955,FUR-FU-10001706,6,2,0,2
CA-2017-148810,2017-06-26,2017-07-01,Standard Class,DR-12880,OFF-LA-10004689,13,6,0,4
US-2016-146066,2016-08-21,2016-08-23,Second Class,RB-19465,FUR-TA-10002530,815,9,0,-339
CA-2014-127614,2014-02-11,2014-02-15,Standard Class,NF-18385,TEC-AC-10001432,234,3,0,103
CA-2016-101742,2016-09-23,2016-09-28,Second Class,CR-12580,OFF-BI-10004187,10,7,0,3
CA-2015-134943,2015-12-05,2015-12-06,First Class,SU-20665,OFF-BI-10000666,152,5,0,76
CA-2017-123022,2017-09-03,2017-09-08,Standard Class,SC-20050,OFF-BI-10002225,82,5,0,28
CA-2017-113208,2017-03-26,2017-04-02,Standard Class,ML-18040,FUR-FU-10004245,60,3,0,23
CA-2014-154893,2014-12-21,2014-12-27,Standard Class,GM-14440,FUR-CH-10004287,1325,6,0,149
CA-2014-147900,2014-09-23,2014-09-28,Standard Class,JK-15640,OFF-PA-10003063,28,9,0,10
CA-2017-106355,2017-04-02,2017-04-05,First Class,AT-10435,OFF-AR-10000246,11,4,0,2
CA-2016-127985,2016-04-01,2016-04-05,Second Class,DB-12910,FUR-FU-10003274,7,4,0,3
CA-2015-166604,2015-05-15,2015-05-20,Second Class,AH-10690,OFF-EN-10004147,17,3,0,8
CA-2017-120719,2017-03-23,2017-03-26,First Class,SJ-20125,OFF-BI-10002103,34,5,0,11
CA-2017-127117,2017-04-14,2017-04-19,Standard Class,HM-14860,FUR-FU-10004018,74,5,0,20
CA-2015-104241,2015-01-04,2015-01-09,Standard Class,AG-10495,FUR-FU-10001473,192,14,0,69
CA-2017-168179,2017-11-02,2017-11-07,Standard Class,JB-16000,OFF-PA-10001800,19,3,0,9
CA-2017-142342,2017-07-17,2017-07-19,Second Class,AJ-10795,OFF-PA-10004609,32,5,0,15
CA-2017-109099,2017-10-06,2017-10-11,Standard Class,MM-18280,OFF-PA-10001033,40,1,0,20
US-2014-134187,2014-11-04,2014-11-11,Standard Class,TH-21235,OFF-AR-10000940,2,1,0,0
CA-2016-145261,2016-12-18,2016-12-21,First Class,AH-10120,OFF-BI-10001670,45,4,0,-30
CA-2016-108875,2016-09-24,2016-10-01,Standard Class,CL-12700,FUR-FU-10002671,21,2,0,7
CA-2016-141957,2016-07-21,2016-07-21,Same Day,JG-15310,OFF-AR-10000914,18,2,0,1
CA-2016-142405,2016-06-11,2016-06-15,Standard Class,SE-20110,OFF-LA-10004093,14,2,0,6
CA-2015-141012,2015-06-09,2015-06-11,Second Class,TG-21640,FUR-FU-10003192,355,4,0,92
CA-2017-127922,2017-10-27,2017-11-03,Standard Class,SH-19975,OFF-EN-10003068,15,2,0,5
CA-2016-146318,2016-01-22,2016-01-27,Standard Class,MC-17275,OFF-PA-10003953,12,2,0,6
CA-2014-135993,2014-05-28,2014-06-02,Standard Class,PJ-18835,TEC-PH-10001552,57,6,0,5
CA-2014-126802,2014-12-29,2015-01-05,Standard Class,ZC-21910,FUR-FU-10000193,38,3,0,-50
CA-2016-143924,2016-07-28,2016-08-03,Standard Class,SC-20680,OFF-FA-10000735,20,7,0,9
CA-2016-141551,2016-09-24,2016-09-30,Standard Class,BP-11230,OFF-BI-10001249,6,1,0,2
CA-2014-164315,2014-04-02,2014-04-08,Standard Class,RD-19585,OFF-PA-10004248,15,3,0,7
CA-2015-131072,2015-11-05,2015-11-05,Same Day,KL-16645,OFF-BI-10002794,98,3,0,35
CA-2014-131541,2014-07-28,2014-07-28,Same Day,CK-12205,OFF-FA-10000621,14,5,0,5
CA-2015-119550,2015-12-26,2015-12-31,Standard Class,RB-19705,FUR-CH-10002044,275,3,0,-90
US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,OFF-AR-10000817,27,9,0,9
CA-2016-126165,2016-05-05,2016-05-07,Second Class,AH-10465,FUR-TA-10001676,71,2,0,-1
CA-2017-126123,2017-10-14,2017-10-18,Standard Class,AG-10765,OFF-BI-10000309,27,9,0,-42
CA-2016-143441,2016-11-05,2016-11-05,Same Day,EB-14170,OFF-LA-10002312,11,1,0,4
CA-2017-148320,2017-11-03,2017-11-08,Standard Class,PG-18895,OFF-PA-10003022,35,6,0,17
CA-2016-125661,2016-11-24,2016-11-26,First Class,CA-12055,OFF-EN-10001532,40,3,0,15
US-2014-123519,2014-12-14,2014-12-21,Standard Class,SS-20875,OFF-AR-10003829,2,1,0,0
CA-2014-155593,2014-11-03,2014-11-08,Standard Class,RP-19390,OFF-SU-10002522,11,3,0,3
CA-2017-136000,2017-09-22,2017-09-25,Second Class,SC-20440,OFF-BI-10004828,40,3,0,14
US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,FUR-FU-10001095,79,3,0,30
CA-2017-115805,2017-07-31,2017-07-31,Same Day,KW-16435,TEC-PH-10003092,36,1,0,4
US-2014-143707,2014-03-01,2014-03-05,Standard Class,HR-14770,TEC-PH-10003655,5,3,0,1
CA-2017-116939,2017-09-25,2017-09-29,Standard Class,AG-10900,OFF-ST-10001476,177,5,0,47
CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,TEC-AC-10002049,619,5,0,111
CA-2017-126550,2017-03-29,2017-04-02,Second Class,RD-19720,OFF-ST-10001031,81,5,0,21
CA-2015-138674,2015-11-14,2015-11-17,First Class,KB-16585,OFF-FA-10000304,8,5,0,2
CA-2016-165820,2016-09-26,2016-09-30,Standard Class,DW-13585,OFF-PA-10004735,12,2,0,6
CA-2014-103191,2014-09-22,2014-09-27,Standard Class,VG-21805,OFF-ST-10002574,331,3,0,-82
CA-2015-103933,2015-09-25,2015-09-27,First Class,DR-12880,TEC-AC-10004171,899,9,0,395
CA-2015-110548,2015-05-04,2015-05-08,Standard Class,AH-10690,TEC-PH-10002922,946,7,0,118
CA-2017-117324,2017-12-08,2017-12-13,Standard Class,JP-15520,TEC-AC-10003023,178,3,0,32
CA-2017-143574,2017-06-29,2017-07-02,First Class,DR-12880,FUR-BO-10002598,638,9,0,185
CA-2014-111773,2014-06-29,2014-07-03,Standard Class,JK-15625,OFF-BI-10000174,13,3,0,4
CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,OFF-PA-10002893,19,2,0,9
CA-2017-156139,2016-12-31,2017-01-06,Standard Class,BP-11155,OFF-BI-10004233,38,3,0,13
US-2017-147886,2017-03-28,2017-03-31,First Class,DH-13075,OFF-PA-10000232,12,2,0,6
CA-2016-113733,2016-12-08,2016-12-12,Standard Class,LH-16900,TEC-PH-10002496,249,2,0,31
CA-2017-104913,2017-11-18,2017-11-22,Standard Class,DK-13090,TEC-PH-10000923,74,5,0,36
CA-2014-145800,2014-05-30,2014-06-05,Standard Class,SS-20410,FUR-TA-10001539,355,3,0,-184
CA-2016-125850,2016-01-22,2016-01-28,Standard Class,FP-14320,OFF-LA-10003498,44,3,0,22
CA-2016-118514,2016-02-03,2016-02-10,Standard Class,LC-17050,FUR-CH-10000015,866,4,0,225
CA-2015-150749,2015-03-29,2015-04-03,Second Class,AS-10240,OFF-AR-10003732,5,2,0,1
CA-2014-163748,2014-10-14,2014-10-18,Standard Class,HG-15025,OFF-AP-10004052,3,4,0,-8
CA-2015-119634,2015-08-11,2015-08-16,Standard Class,BW-11065,FUR-FU-10004270,46,3,0,12
CA-2015-149300,2015-11-22,2015-11-23,First Class,BH-11710,TEC-MA-10000423,32,3,0,-1
US-2016-111528,2016-12-30,2016-12-30,Same Day,JP-16135,OFF-ST-10001526,481,4,0,125
CA-2017-158169,2017-08-12,2017-08-15,First Class,JM-16195,OFF-AP-10000828,542,3,0,152
CA-2015-162047,2015-11-03,2015-11-05,First Class,FH-14365,FUR-CH-10004983,1448,10,0,209
CA-2015-117772,2015-09-10,2015-09-12,Second Class,MC-17575,OFF-ST-10003994,353,6,0,17
US-2014-126340,2014-11-08,2014-11-14,Standard Class,EB-13870,TEC-PH-10004447,333,3,0,25
CA-2016-149685,2016-10-08,2016-10-15,Standard Class,PM-19135,OFF-LA-10004545,60,6,0,20
CA-2017-126396,2017-09-08,2017-09-12,Second Class,AR-10345,TEC-AC-10003116,85,6,0,20
CA-2015-154900,2015-02-25,2015-03-01,Standard Class,SS-20875,OFF-LA-10001641,3,1,0,1
CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,FUR-FU-10000010,14,3,0,4
CA-2015-158939,2015-11-26,2015-12-01,Standard Class,EA-14035,TEC-CO-10002313,599,1,0,233
CA-2016-117408,2016-08-31,2016-09-06,Standard Class,TP-21130,OFF-ST-10001580,23,2,0,2
CA-2016-142398,2016-04-12,2016-04-16,Standard Class,BP-11290,FUR-CH-10001545,638,7,0,-31
CA-2016-105277,2016-12-04,2016-12-08,Standard Class,LM-17065,OFF-BI-10000301,15,3,0,5
CA-2016-112060,2016-12-04,2016-12-09,Standard Class,KT-16465,OFF-PA-10000994,104,1,0,50
CA-2014-105270,2014-11-11,2014-11-18,Standard Class,AP-10915,OFF-AR-10003156,30,3,0,7
US-2015-159513,2015-04-02,2015-04-09,Standard Class,JD-15790,TEC-MA-10003329,71,3,0,24
CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,OFF-AR-10001547,2,1,0,0
CA-2017-141117,2017-10-02,2017-10-08,Standard Class,JK-16090,FUR-BO-10001972,217,6,0,-384
CA-2017-115070,2017-04-10,2017-04-14,Second Class,MG-18205,FUR-FU-10003829,12,5,0,1
CA-2017-140186,2017-09-29,2017-10-02,First Class,PG-18820,OFF-FA-10002280,35,7,0,16
CA-2014-124856,2014-09-29,2014-10-03,Second Class,LD-17005,OFF-ST-10002615,1395,9,0,362
CA-2014-166716,2014-08-20,2014-08-25,Second Class,CR-12730,FUR-CH-10004495,421,2,0,-6
CA-2014-123225,2014-07-11,2014-07-14,First Class,MN-17935,TEC-PH-10000895,575,4,0,43
CA-2015-163440,2015-03-22,2015-03-24,First Class,RD-19900,TEC-PH-10000376,15,2,0,1
US-2017-106796,2017-05-12,2017-05-19,Standard Class,JP-16135,OFF-AR-10003504,10,3,0,1
CA-2017-113873,2017-11-13,2017-11-19,Standard Class,KE-16420,OFF-ST-10000943,61,4,0,6
CA-2016-149783,2016-09-04,2016-09-07,Second Class,DL-13315,OFF-PA-10002195,12,3,0,4
CA-2016-125017,2016-02-06,2016-02-11,Standard Class,KB-16240,FUR-FU-10000723,132,4,0,-18
US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,OFF-PA-10003127,105,4,0,48
CA-2015-150196,2015-07-02,2015-07-03,First Class,SR-20740,OFF-PA-10003797,19,3,0,9
US-2015-106495,2015-06-15,2015-06-17,First Class,AC-10450,TEC-AC-10002718,11,1,0,0
CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,TEC-PH-10002170,279,4,0,78
CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,OFF-SU-10000157,238,2,0,4
CA-2014-115056,2014-05-02,2014-05-02,Same Day,AR-10510,OFF-AP-10003971,26,3,0,1
CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,OFF-PA-10000418,419,4,0,201
CA-2016-122063,2016-12-03,2016-12-07,Standard Class,MM-17920,FUR-TA-10004575,581,2,0,104
CA-2015-111206,2015-07-18,2015-07-22,Standard Class,RF-19735,TEC-AC-10003095,519,4,0,176
CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,OFF-LA-10000262,6,3,0,2
CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,OFF-BI-10003876,64,5,0,-42
CA-2017-133207,2017-11-27,2017-12-03,Standard Class,DO-13645,TEC-PH-10004100,57,4,0,5
CA-2015-132948,2015-03-27,2015-04-03,Standard Class,MV-17485,OFF-ST-10000636,83,5,0,3
CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,OFF-PA-10001972,32,5,0,15
CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,TEC-PH-10003174,415,4,0,51
CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,OFF-AP-10003849,715,2,0,178
US-2014-138835,2014-09-10,2014-09-14,Standard Class,DA-13450,OFF-BI-10003314,9,2,0,4
CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,OFF-ST-10001505,33,7,0,-1
US-2017-153255,2017-09-03,2017-09-07,Second Class,JK-15730,FUR-BO-10004218,239,2,0,14
CA-2015-108119,2015-11-01,2015-11-08,Standard Class,MS-17530,FUR-TA-10002530,301,2,0,45
CA-2015-157434,2015-04-29,2015-05-04,Second Class,JK-15640,OFF-PA-10001526,7,2,0,2
CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,OFF-PA-10001497,109,2,0,53
US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,OFF-AP-10002765,79,3,0,22
CA-2016-158211,2016-01-04,2016-01-08,Standard Class,BP-11185,OFF-AR-10004078,4,1,0,0
CA-2016-152247,2016-11-07,2016-11-12,Standard Class,MA-17995,FUR-CH-10001215,1603,4,0,100
CA-2016-128223,2016-06-14,2016-06-14,Same Day,EB-13705,FUR-TA-10001771,1293,7,0,80
CA-2016-154235,2016-09-24,2016-09-28,Standard Class,RD-19900,FUR-FU-10004006,127,3,0,21
CA-2017-129910,2017-03-30,2017-04-03,Standard Class,ME-17320,OFF-ST-10003282,59,1,0,16
CA-2017-133095,2017-06-04,2017-06-04,Same Day,EH-14005,OFF-BI-10002353,108,7,0,54
CA-2015-130554,2015-04-07,2015-04-09,First Class,FM-14290,OFF-AR-10001954,11,3,0,1
CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,OFF-BI-10001071,447,7,0,219
CA-2016-133319,2016-09-05,2016-09-11,Standard Class,MV-17485,OFF-PA-10001815,192,4,0,92
CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,FUR-CH-10001215,801,2,0,50
CA-2016-136301,2016-03-13,2016-03-15,Second Class,EH-13765,FUR-FU-10004712,28,2,0,7
US-2014-109456,2014-10-16,2014-10-17,Same Day,LS-17245,OFF-BI-10000136,14,3,0,5
CA-2017-151596,2017-10-08,2017-10-11,First Class,BP-11050,OFF-ST-10001837,42,1,0,11
CA-2015-147879,2015-05-07,2015-05-12,Standard Class,CC-12220,OFF-PA-10001952,45,2,0,21
CA-2016-166625,2016-04-14,2016-04-17,First Class,JM-15580,OFF-BI-10002414,25,2,0,11
CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,OFF-PA-10001790,38,1,0,13
CA-2017-159954,2017-09-10,2017-09-14,Standard Class,SS-20410,OFF-BI-10004876,2,1,0,1
CA-2017-100825,2017-09-09,2017-09-14,Standard Class,KD-16495,OFF-ST-10003123,99,3,0,23
CA-2014-168305,2014-11-01,2014-11-08,Standard Class,PL-18925,OFF-LA-10003498,44,3,0,22
CA-2016-167682,2016-04-03,2016-04-09,Standard Class,ZD-21925,FUR-FU-10003799,71,4,0,22
CA-2017-108000,2017-01-12,2017-01-16,Standard Class,LS-16945,OFF-EN-10002621,9,1,0,4
CA-2015-146465,2015-11-20,2015-11-24,Standard Class,PB-18805,OFF-BI-10004528,24,9,0,7
CA-2016-159639,2016-11-27,2016-12-02,Standard Class,PC-18745,FUR-FU-10001889,31,3,0,10
US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,OFF-PA-10000157,59,3,0,28
US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,OFF-BI-10002353,24,2,0,9
CA-2016-155383,2016-12-17,2016-12-22,Standard Class,SC-20680,OFF-ST-10001328,46,3,0,13
CA-2014-120432,2014-08-24,2014-08-26,Second Class,DW-13585,OFF-SU-10004661,25,3,0,6
US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,OFF-ST-10000617,14,5,0,1
CA-2016-130288,2016-11-26,2016-11-30,Second Class,DK-13225,FUR-TA-10002958,313,2,0,-120
CA-2017-146458,2017-11-19,2017-11-22,Second Class,RB-19435,OFF-AR-10001177,22,7,0,6
CA-2017-150420,2017-06-03,2017-06-08,Standard Class,GD-14590,TEC-AC-10004975,1099,10,0,362
US-2014-118997,2014-04-08,2014-04-12,Standard Class,RA-19885,FUR-TA-10001086,1215,8,0,316
CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,OFF-LA-10000240,7,1,0,3
US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,FUR-BO-10001519,87,3,0,-45
CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,FUR-FU-10000221,25,5,0,8
CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,TEC-PH-10003811,95,1,0,9
CA-2017-112431,2017-10-12,2017-10-14,Second Class,RW-19690,TEC-AC-10001465,435,12,0,130
CA-2016-151092,2016-08-06,2016-08-13,Standard Class,VG-21790,TEC-PH-10001700,211,4,0,18
CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,FUR-FU-10000771,6,1,0,2
CA-2015-115924,2015-09-14,2015-09-18,Second Class,BE-11455,OFF-BI-10004040,25,5,0,12
CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,OFF-EN-10003862,42,4,0,19
US-2017-141698,2017-04-15,2017-04-21,Standard Class,SD-20485,OFF-PA-10001826,20,4,0,7
US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,OFF-AR-10001231,10,5,0,2
CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,FUR-FU-10000409,23,2,0,7
CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,OFF-ST-10002756,676,5,0,6
CA-2017-150602,2017-02-09,2017-02-14,Second Class,ML-17395,FUR-FU-10003142,21,4,0,6
CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,TEC-PH-10001425,575,9,0,57
CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,OFF-SU-10004768,17,3,0,5
CA-2016-166912,2016-01-15,2016-01-17,First Class,BE-11335,OFF-PA-10001033,81,2,0,40
CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,OFF-PA-10000418,104,1,0,50
CA-2017-115105,2017-02-06,2017-02-11,Standard Class,BD-11770,FUR-BO-10001811,240,1,0,30
CA-2015-143980,2015-12-25,2015-12-29,Standard Class,JK-15640,OFF-AP-10003779,414,2,0,124
CA-2016-135636,2016-10-08,2016-10-13,Standard Class,DB-13615,OFF-ST-10000676,387,5,0,-67
CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,OFF-ST-10001496,360,2,0,93
CA-2017-116953,2017-04-24,2017-04-25,First Class,SV-20935,TEC-PH-10004614,552,10,0,34
CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,FUR-TA-10001039,429,5,0,111
CA-2016-114895,2016-11-21,2016-11-28,Standard Class,MV-18190,OFF-PA-10000232,12,2,0,6
CA-2017-112984,2017-09-16,2017-09-18,Second Class,EH-14185,OFF-PA-10003657,20,6,0,6
CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,FUR-FU-10001185,185,6,0,76
US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,OFF-BI-10004390,2357,7,0,884
CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,OFF-ST-10001558,64,5,0,-4
US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,FUR-CH-10001708,338,3,0,4
CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,FUR-FU-10002553,87,3,0,7
US-2017-146878,2017-09-21,2017-09-27,Standard Class,DL-12865,OFF-BI-10002794,12,1,0,-8
